Jeux,Discipline,Épreuve,Phase,Genre,Début,Fin,Lieu,Session,latitude,longitude,ville,capacité,Enjeu,Catégorie_First,Catégorie_A,Catégorie_B,Catégorie_C,Catégorie_D,Catégorie_E+,Catégorie_E,Catégorie_First_PFR,Catégorie_A_PFR,Catégorie_B_PFR
Olympiques,Plongeon,Hautvol 10 m synchronisé,,Femmes,2024-07-31T11:00:00Z,2024-07-31T12:00:00Z,Centre aquatique,DIV03,48.923457,2.355527,Saint-Denis (93),5000,Médailles,,420,305,205,100,,,,,
Olympiques,Plongeon,Tremplin 3 m synchronisé,,Hommes,2024-08-02T11:00:00Z,2024-08-02T12:00:00Z,Centre aquatique,DIV04,48.923457,2.355527,Saint-Denis (93),5000,Médailles,,330,235,155,85,,,,,
Olympiques,Plongeon,Hautvol 10 m,éliminatoires,Femmes,2024-08-05T10:00:00Z,2024-08-05T12:10:00Z,Centre aquatique,DIV05,48.923457,2.355527,Saint-Denis (93),5000,Qualifications,,190,135,80,24,,,,,
Olympiques,Plongeon,Hautvol 10 m,demi-finale,Femmes,2024-08-05T15:00:00Z,2024-08-05T17:00:00Z,Centre aquatique,DIV06,48.923457,2.355527,Saint-Denis (93),5000,Qualifications,,260,185,135,80,,,,,
Olympiques,Plongeon,Tremplin 3 m,éliminatoires,Hommes,2024-08-06T10:00:00Z,2024-08-06T12:00:00Z,Centre aquatique,DIV07,48.923457,2.355527,Saint-Denis (93),5000,Qualifications,,190,135,80,24,,,,,
Olympiques,Plongeon,Hautvol 10 m,finale,Femmes,2024-08-06T15:00:00Z,2024-08-06T17:00:00Z,Centre aquatique,DIV08,48.923457,2.355527,Saint-Denis (93),5000,Médailles,,420,305,205,100,,,,,
Olympiques,Plongeon,Tremplin 3 m,demi-finale,Hommes,2024-08-07T10:00:00Z,2024-08-07T12:00:00Z,Centre aquatique,DIV09,48.923457,2.355527,Saint-Denis (93),5000,Qualifications,,260,185,135,80,,,,,
Olympiques,Plongeon,Tremplin 3 m,éliminatoires,Femmes,2024-08-07T15:00:00Z,2024-08-07T17:00:00Z,Centre aquatique,DIV10,48.923457,2.355527,Saint-Denis (93),5000,Qualifications,,190,135,80,24,,,,,
Olympiques,Plongeon,Tremplin 3 m,demi-finale,Femmes,2024-08-08T10:00:00Z,2024-08-08T12:00:00Z,Centre aquatique,DIV11,48.923457,2.355527,Saint-Denis (93),5000,Qualifications,,260,185,135,80,,,,,
Olympiques,Plongeon,Tremplin 3 m,finale,Hommes,2024-08-08T15:00:00Z,2024-08-08T17:00:00Z,Centre aquatique,DIV12,48.923457,2.355527,Saint-Denis (93),5000,Médailles,,330,235,155,85,,,,,
Olympiques,Plongeon,Hautvol 10 m,éliminatoires,Hommes,2024-08-09T10:00:00Z,2024-08-09T12:00:00Z,Centre aquatique,DIV13,48.923457,2.355527,Saint-Denis (93),5000,Qualifications,,190,135,80,24,,,,,
Olympiques,Plongeon,Tremplin 3 m,finale,Femmes,2024-08-09T15:00:00Z,2024-08-09T17:00:00Z,Centre aquatique,DIV14,48.923457,2.355527,Saint-Denis (93),5000,Médailles,,330,235,155,85,,,,,
Olympiques,Plongeon,Hautvol 10 m,demi-finale,Hommes,2024-08-10T10:00:00Z,2024-08-10T12:00:00Z,Centre aquatique,DIV15,48.923457,2.355527,Saint-Denis (93),5000,Qualifications,,260,185,135,80,,,,,
Olympiques,Plongeon,Hautvol 10 m,finale,Hommes,2024-08-10T15:00:00Z,2024-08-10T17:00:00Z,Centre aquatique,DIV16,48.923457,2.355527,Saint-Denis (93),5000,Médailles,,420,305,205,100,,,,,
Olympiques,Rugby,,poules (12 matchs),Hommes,2024-07-24T15:30:00Z,2024-07-24T22:00:00Z,Stade de France,RU701,48.924388,2.3598709999999996,Saint-Denis (93),77083,Qualifications,120,100,70,45,24,,,,,
Olympiques,Rugby,,poules (6 matchs),Hommes,2024-07-25T14:00:00Z,2024-07-25T17:00:00Z,Stade de France,RU702,48.924388,2.3598709999999996,Saint-Denis (93),77083,Qualifications,110,90,65,40,24,,,,,
Olympiques,Rugby,,placement 9-12 (2 matchs),Hommes,2024-07-25T20:00:00Z,2024-07-25T23:00:00Z,Stade de France,RU703,48.924388,2.3598709999999996,Saint-Denis (93),77083,Qualifications,145,120,80,50,30,,,,,
Olympiques,Rugby,,quarts de finale (4 matchs),Hommes,2024-07-25T20:00:00Z,2024-07-25T23:00:00Z,Stade de France,RU703,48.924388,2.3598709999999996,Saint-Denis (93),77083,Qualifications,145,120,80,50,30,,,,,
Olympiques,Rugby,,placement 5-8 (2 matchs),Hommes,2024-07-27T14:30:00Z,2024-07-27T20:45:00Z,Stade de France,RU704,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,200,190,145,95,50,,,,,
Olympiques,Rugby,,demi-finales (2 matchs),Hommes,2024-07-27T14:30:00Z,2024-07-27T20:45:00Z,Stade de France,RU704,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,200,190,145,95,50,,,,,
Olympiques,Rugby,,placement 11-12,Hommes,2024-07-27T14:30:00Z,2024-07-27T20:45:00Z,Stade de France,RU704,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,200,190,145,95,50,,,,,
Olympiques,Rugby,,placement 9-10,Hommes,2024-07-27T14:30:00Z,2024-07-27T20:45:00Z,Stade de France,RU704,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,200,190,145,95,50,,,,,
Olympiques,Rugby,,placement 7-8,Hommes,2024-07-27T14:30:00Z,2024-07-27T20:45:00Z,Stade de France,RU704,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,200,190,145,95,50,,,,,
Olympiques,Rugby,,placement 5-6,Hommes,2024-07-27T14:30:00Z,2024-07-27T20:45:00Z,Stade de France,RU704,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,200,190,145,95,50,,,,,
Olympiques,Rugby,,match pour la médaille de bronze,Hommes,2024-07-27T14:30:00Z,2024-07-27T20:45:00Z,Stade de France,RU704,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,200,190,145,95,50,,,,,
Olympiques,Rugby,,match pour la médaille d'or,Hommes,2024-07-27T14:30:00Z,2024-07-27T20:45:00Z,Stade de France,RU704,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,200,190,145,95,50,,,,,
Olympiques,Rugby,,poules (12 matchs),Femmes,2024-07-28T15:30:00Z,2024-07-28T22:00:00Z,Stade de France,RU705,48.924388,2.3598709999999996,Saint-Denis (93),77083,Qualifications,100,80,50,35,24,,,,,
Olympiques,Rugby,,poules (6 matchs),Femmes,2024-07-29T14:00:00Z,2024-07-29T17:00:00Z,Stade de France,RU706,48.924388,2.3598709999999996,Saint-Denis (93),77083,Qualifications,100,80,50,35,24,,,,,
Olympiques,Rugby,,placement 9-12 (2 matchs),Femmes,2024-07-29T20:00:00Z,2024-07-29T23:00:00Z,Stade de France,RU707,48.924388,2.3598709999999996,Saint-Denis (93),77083,Qualifications,120,100,70,45,24,,,,,
Olympiques,Rugby,,quarts de finale (4 matchs),Femmes,2024-07-29T20:00:00Z,2024-07-29T23:00:00Z,Stade de France,RU707,48.924388,2.3598709999999996,Saint-Denis (93),77083,Qualifications,120,100,70,45,24,,,,,
Olympiques,Rugby,,placement 5-8 (2 matchs),Femmes,2024-07-30T14:30:00Z,2024-07-30T20:45:00Z,Stade de France,RU708,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,170,150,115,80,50,,,,,
Olympiques,Rugby,,demi-finales (2 matchs),Femmes,2024-07-30T14:30:00Z,2024-07-30T20:45:00Z,Stade de France,RU708,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,170,150,115,80,50,,,,,
Olympiques,Rugby,,placement 11-12,Femmes,2024-07-30T14:30:00Z,2024-07-30T20:45:00Z,Stade de France,RU708,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,170,150,115,80,50,,,,,
Olympiques,Rugby,,placement 9-10,Femmes,2024-07-30T14:30:00Z,2024-07-30T20:45:00Z,Stade de France,RU708,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,170,150,115,80,50,,,,,
Olympiques,Rugby,,placement 7-8,Femmes,2024-07-30T14:30:00Z,2024-07-30T20:45:00Z,Stade de France,RU708,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,170,150,115,80,50,,,,,
Olympiques,Rugby,,placement 5-6,Femmes,2024-07-30T14:30:00Z,2024-07-30T20:45:00Z,Stade de France,RU708,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,170,150,115,80,50,,,,,
Olympiques,Rugby,,médaille de bronze,Femmes,2024-07-30T14:30:00Z,2024-07-30T20:45:00Z,Stade de France,RU708,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,170,150,115,80,50,,,,,
Olympiques,Rugby,,médaille d'or,Femmes,2024-07-30T14:30:00Z,2024-07-30T20:45:00Z,Stade de France,RU708,48.924388,2.3598709999999996,Saint-Denis (93),77083,Médailles,170,150,115,80,50,,,,,
Olympiques,Skateboard,Street,préliminaires,Hommes,2024-07-27T12:00:00Z,2024-07-27T15:30:00Z,Concorde,SKB01,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Skateboard,Street,finale,Hommes,2024-07-27T17:00:00Z,2024-07-27T19:00:00Z,Concorde,SKB02,48.865589,2.3212049999999995,Paris (75),25000,Médailles,,160,120,80,50,,,,,
Olympiques,Skateboard,Street,préliminaires,Femmes,2024-07-28T12:00:00Z,2024-07-28T15:30:00Z,Concorde,SKB03,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Skateboard,Street,finale,Femmes,2024-07-28T17:00:00Z,2024-07-28T19:00:00Z,Concorde,SKB04,48.865589,2.3212049999999995,Paris (75),25000,Médailles,,160,120,80,50,,,,,
Olympiques,Skateboard,Park,préliminaires,Femmes,2024-08-06T12:30:00Z,2024-08-06T16:00:00Z,Concorde,SKB05,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Skateboard,Park,finale,Femmes,2024-08-06T17:30:00Z,2024-08-06T19:00:00Z,Concorde,SKB06,48.865589,2.3212049999999995,Paris (75),25000,Médailles,,160,120,80,50,,,,,
Olympiques,Skateboard,Park,préliminaires,Hommes,2024-08-07T12:30:00Z,2024-08-07T16:00:00Z,Concorde,SKB07,48.865589,2.3212049999999995,Paris (75),25000,Qualifications,,120,90,50,24,,,,,
Olympiques,Skateboard,Park,finale,Hommes,2024-08-07T17:30:00Z,2024-08-07T19:00:00Z,Concorde,SKB08,48.865589,2.3212049999999995,Paris (75),25000,Médailles,,160,120,80,50,,,,,
Olympiques,Sports équestres,Concours complet,dressage,Mixte,2024-07-27T09:30:00Z,2024-07-27T18:30:00Z,Château de Versailles,EQU01,48.815115000000006,2.08208,Versailles (78),15000,Qualifications,,,,,,,,,,
Olympiques,Sports équestres,Concours complet,cross-country,Mixte,2024-07-28T10:30:00Z,2024-07-28T15:00:00Z,Château de Versailles,EQU02,48.815115000000006,2.08208,Versailles (78),15000,Qualifications,,,,,,,,,,
Olympiques,Sports équestres,Concours complet,saut d'obstacles Finale individuel et par équipe,Mixte,2024-07-29T11:00:00Z,2024-07-29T16:30:00Z,Château de Versailles,EQU03,48.815115000000006,2.08208,Versailles (78),15000,Médailles,,,,,,,,,,
Olympiques,Sports équestres,Dressage,Grand Prix équipe et individuel 1er jour,Mixte,2024-07-30T11:00:00Z,2024-07-30T16:30:00Z,Château de Versailles,EQU04,48.815115000000006,2.08208,Versailles (78),15000,Qualifications,,,,,,,,,,
Olympiques,Sports équestres,Dressage,Grand Prix équipe et individuel 2e jour,Mixte,2024-07-31T10:00:00Z,2024-07-31T15:30:00Z,Château de Versailles,EQU05,48.815115000000006,2.08208,Versailles (78),15000,Qualifications,,,,,,,,,,
Olympiques,Sports équestres,Jumping,Qualification par équipe,Mixte,2024-08-01T11:00:00Z,2024-08-01T14:00:00Z,Château de Versailles,EQU06,48.815115000000006,2.08208,Versailles (78),15000,Qualifications,,,,,,,,,,
Olympiques,Sports équestres,Jumping,Finale par équipe,Mixte,2024-08-02T14:00:00Z,2024-08-02T16:30:00Z,Château de Versailles,EQU07,48.815115000000006,2.08208,Versailles (78),15000,Médailles,,,,,,,,,,
Olympiques,Sports équestres,Dressage,Finale Grand Prix Special par équipe,Mixte,2024-08-03T10:00:00Z,2024-08-03T16:30:00Z,Château de Versailles,EQU08,48.815115000000006,2.08208,Versailles (78),15000,Médailles,,,,,,,,,,
Olympiques,Sports équestres,Dressage  Finale  Individuel,Grand Prix Freestyle,Mixte,2024-08-04T10:00:00Z,2024-08-04T14:00:00Z,Château de Versailles,EQU09,48.815115000000006,2.08208,Versailles (78),15000,Qualifications,,,,,,,,,,
Olympiques,Sports équestres,Jumping,Qualifications Individuel,Mixte,2024-08-05T14:00:00Z,2024-08-05T18:00:00Z,Château de Versailles,EQU10,48.815115000000006,2.08208,Versailles (78),15000,Qualifications,,,,,,,,,,
Olympiques,Sports équestres,Jumping,Finale Individuel,Mixte,2024-08-06T10:00:00Z,2024-08-06T12:30:00Z,Château de Versailles,EQU11,48.815115000000006,2.08208,Versailles (78),15000,Médailles,,,,,,,,,,
Olympiques,Surf,,1er tour (8 séries),Hommes,2024-07-27T07:00:00Z,2024-07-27T16:30:00Z,Teahupoo,SRF01,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Qualifications,,,,,,,,,,
Olympiques,Surf,,1er tour (8 séries),Femmes,2024-07-27T07:00:00Z,2024-07-27T16:30:00Z,Teahupoo,SRF01,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Qualifications,,,,,,,,,,
Olympiques,Surf,,2e tour (8 séries),Femmes,2024-07-28T07:00:00Z,2024-07-28T16:30:00Z,Teahupoo,SRF02,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Qualifications,,,,,,,,,,
Olympiques,Surf,,2e tour (8 séries),Hommes,2024-07-28T07:00:00Z,2024-07-28T16:30:00Z,Teahupoo,SRF02,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Qualifications,,,,,,,,,,
Olympiques,Surf,,3e tour (8 séries),Hommes,2024-07-29T07:00:00Z,2024-07-29T16:30:00Z,Teahupoo,SRF03,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Qualifications,,,,,,,,,,
Olympiques,Surf,,3e tour (8 séries),Femmes,2024-07-29T07:00:00Z,2024-07-29T16:30:00Z,Teahupoo,SRF03,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Qualifications,,,,,,,,,,
Olympiques,Surf,,quarts de finale,Hommes,2024-07-30T07:00:00Z,2024-07-30T16:50:00Z,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Qualifications,,,,,,,,,,
Olympiques,Surf,,quarts de finale,Femmes,2024-07-30T07:00:00Z,2024-07-30T16:50:00Z,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Qualifications,,,,,,,,,,
Olympiques,Surf,,demi-finales,Hommes,2024-07-30T07:00:00Z,2024-07-30T16:50:00Z,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Médailles,,,,,,,,,,
Olympiques,Surf,,demi-finales,Femmes,2024-07-30T07:00:00Z,2024-07-30T16:50:00Z,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Médailles,,,,,,,,,,
Olympiques,Surf,,match pour la médaille de bronze,Hommes,2024-07-30T07:00:00Z,2024-07-30T16:50:00Z,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Qualifications,,,,,,,,,,
Olympiques,Surf,,match pour la médaille de bronze,Femmes,2024-07-30T07:00:00Z,2024-07-30T16:50:00Z,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Qualifications,,,,,,,,,,
Olympiques,Surf,,match pour la médaille d'or,Hommes,2024-07-30T07:00:00Z,2024-07-30T16:50:00Z,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Qualifications,,,,,,,,,,
Olympiques,Surf,,match pour la médaille d'or,Femmes,2024-07-30T07:00:00Z,2024-07-30T16:50:00Z,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600,Qualifications,,,,,,,,,,
Olympiques,Taekwondo,49kg  /58kg,combats de qualification,Femmes,2024-08-07T09:00:00Z,2024-08-07T12:30:00Z,Grand Palais,TKW01,48.866040999999996,2.3124059999999993,Paris (75),7250,Qualifications,,100,70,45,24,,,,,
Olympiques,Taekwondo,49kg  /58kg,quarts de finale/demi-finales,Femmes,2024-08-07T14:30:00Z,2024-08-07T17:30:00Z,Grand Palais,TKW02,48.866040999999996,2.3124059999999993,Paris (75),7250,Qualifications,,130,95,65,45,,,,,
Olympiques,Taekwondo,49kg  /58kg,repêchages,Femmes,2024-08-07T19:30:00Z,2024-08-07T23:00:00Z,Grand Palais,TKW03,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,49kg  /58kg,médailles de bronze,Femmes,2024-08-07T19:30:00Z,2024-08-07T23:00:00Z,Grand Palais,TKW03,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,49kg,médaille d'or,Femmes,2024-08-07T19:30:00Z,2024-08-07T23:00:00Z,Grand Palais,TKW03,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,58kg,médaille d'or,Hommes,2024-08-07T19:30:00Z,2024-08-07T23:00:00Z,Grand Palais,TKW03,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,68kg   /  57kg,combats de qualification,Femmes,2024-08-08T09:00:00Z,2024-08-08T12:30:00Z,Grand Palais,TKW04,48.866040999999996,2.3124059999999993,Paris (75),7250,Qualifications,,100,70,45,24,,,,,
Olympiques,Taekwondo,68kg   /  57kg,quarts de finale/demi-finales,Femmes,2024-08-08T14:30:00Z,2024-08-08T17:30:00Z,Grand Palais,TKW05,48.866040999999996,2.3124059999999993,Paris (75),7250,Qualifications,,130,95,65,45,,,,,
Olympiques,Taekwondo,68kg   / 57kg,repêchages,Femmes,2024-08-08T19:30:00Z,2024-08-08T23:00:00Z,Grand Palais,TKW06,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,68kg   / 57kg,médailles de bronze,Femmes,2024-08-08T19:30:00Z,2024-08-08T23:00:00Z,Grand Palais,TKW06,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,68kg,médaille d'or,Hommes,2024-08-08T19:30:00Z,2024-08-08T23:00:00Z,Grand Palais,TKW06,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,57kg,médaille d'or,Femmes,2024-08-08T19:30:00Z,2024-08-08T23:00:00Z,Grand Palais,TKW06,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,67kg   / 80kg,combats de qualification,Femmes,2024-08-09T09:00:00Z,2024-08-09T12:30:00Z,Grand Palais,TKW07,48.866040999999996,2.3124059999999993,Paris (75),7250,Qualifications,,100,70,45,24,,,,,
Olympiques,Taekwondo,67kg   / 80kg,quarts de finale/demi-finales,Femmes,2024-08-09T14:30:00Z,2024-08-09T17:30:00Z,Grand Palais,TKW08,48.866040999999996,2.3124059999999993,Paris (75),7250,Qualifications,,130,95,65,45,,,,,
Olympiques,Taekwondo,67kg   / 80kg,repêchages,Femmes,2024-08-09T19:30:00Z,2024-08-09T23:00:00Z,Grand Palais,TKW09,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,67kg   / 80kg,médailles de bronze,Femmes,2024-08-09T19:30:00Z,2024-08-09T23:00:00Z,Grand Palais,TKW09,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,67kg,médaille d'or,Femmes,2024-08-09T19:30:00Z,2024-08-09T23:00:00Z,Grand Palais,TKW09,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,80kg,médaille d'or,Hommes,2024-08-09T19:30:00Z,2024-08-09T23:00:00Z,Grand Palais,TKW09,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,+80kg   / +67kg,combats de qualification,Femmes,2024-08-10T09:00:00Z,2024-08-10T12:30:00Z,Grand Palais,TKW10,48.866040999999996,2.3124059999999993,Paris (75),7250,Qualifications,,100,70,45,24,,,,,
Olympiques,Taekwondo,+80kg   / +67kg,quarts de finale/demi-finales,Femmes,2024-08-10T14:30:00Z,2024-08-10T17:30:00Z,Grand Palais,TKW11,48.866040999999996,2.3124059999999993,Paris (75),7250,Qualifications,,130,95,65,45,,,,,
Olympiques,Taekwondo,+80kg   / +67kg,repêchages,Femmes,2024-08-10T19:30:00Z,2024-08-10T23:00:00Z,Grand Palais,TKW12,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,+80kg   / +67kg,médailles de bronze,Femmes,2024-08-10T19:30:00Z,2024-08-10T23:00:00Z,Grand Palais,TKW12,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,+80kg,médaille d'or,Hommes,2024-08-10T19:30:00Z,2024-08-10T23:00:00Z,Grand Palais,TKW12,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Taekwondo,+67kg,médaille d'or,Femmes,2024-08-10T19:30:00Z,2024-08-10T23:00:00Z,Grand Palais,TKW12,48.866040999999996,2.3124059999999993,Paris (75),7250,Médailles,,190,145,95,50,,,,,
Olympiques,Tennis,Simple,1er tour,Hommes,2024-07-27T12:00:00Z,2024-07-27T17:00:00Z,Stade Roland-Garros,TEN01,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,120,80,50,30,,,,,
Olympiques,Tennis,Simple,1er tour,Femmes,2024-07-27T12:00:00Z,2024-07-27T17:00:00Z,Stade Roland-Garros,TEN01,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,120,80,50,30,,,,,
Olympiques,Tennis,Simple,1er tour,Hommes,2024-07-27T12:00:00Z,2024-07-27T19:00:00Z,Stade Roland-Garros,TEN02,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,90,70,50,30,,,,,
Olympiques,Tennis,Simple,1er tour,Femmes,2024-07-27T12:00:00Z,2024-07-27T19:00:00Z,Stade Roland-Garros,TEN02,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,90,70,50,30,,,,,
Olympiques,Tennis,Double,1er tour,Hommes,2024-07-27T12:00:00Z,2024-07-27T19:00:00Z,Stade Roland-Garros,TEN02,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,90,70,50,30,,,,,
Olympiques,Tennis,Double,1er tour,Femmes,2024-07-27T12:00:00Z,2024-07-27T19:00:00Z,Stade Roland-Garros,TEN02,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,90,70,50,30,,,,,
Olympiques,Tennis,Simple,1er tour,Hommes,2024-07-27T12:00:00Z,2024-07-27T19:00:00Z,Stade Roland-Garros,TEN03,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,80,50,,,,,,,
Olympiques,Tennis,Simple,1er tour,Femmes,2024-07-27T12:00:00Z,2024-07-27T19:00:00Z,Stade Roland-Garros,TEN03,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,80,50,,,,,,,
Olympiques,Tennis,Double,1er tour,Hommes,2024-07-27T12:00:00Z,2024-07-27T19:00:00Z,Stade Roland-Garros,TEN03,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,80,50,,,,,,,
Olympiques,Tennis,Double,1er tour,Femmes,2024-07-27T12:00:00Z,2024-07-27T19:00:00Z,Stade Roland-Garros,TEN03,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,80,50,,,,,,,
Olympiques,Tennis,Simple,1er tour,Hommes,2024-07-27T12:00:00Z,2024-07-27T19:00:00Z,Stade Roland-Garros,TEN04,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,24,,,,,,,,
Olympiques,Tennis,Simple,1er tour,Femmes,2024-07-27T12:00:00Z,2024-07-27T19:00:00Z,Stade Roland-Garros,TEN04,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,24,,,,,,,,
Olympiques,Tennis,Double,1er tour,Hommes,2024-07-27T12:00:00Z,2024-07-27T19:00:00Z,Stade Roland-Garros,TEN04,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,24,,,,,,,,
Olympiques,Tennis,Double,1er tour,Femmes,2024-07-27T12:00:00Z,2024-07-27T19:00:00Z,Stade Roland-Garros,TEN04,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,24,,,,,,,,
Olympiques,Tennis,Simple,1er tour,Hommes,2024-07-27T19:00:00Z,2024-07-27T23:00:00Z,Stade Roland-Garros,TEN05,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,130,90,60,40,,,,,
Olympiques,Tennis,Simple,1er tour,Femmes,2024-07-27T19:00:00Z,2024-07-27T23:00:00Z,Stade Roland-Garros,TEN05,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,130,90,60,40,,,,,
Olympiques,Tennis,Simple,1er tour,Hommes,2024-07-28T12:00:00Z,2024-07-28T17:00:00Z,Stade Roland-Garros,TEN06,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,120,80,50,30,,,,,
Olympiques,Tennis,Simple,1er tour,Femmes,2024-07-28T12:00:00Z,2024-07-28T17:00:00Z,Stade Roland-Garros,TEN06,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,120,80,50,30,,,,,
Olympiques,Tennis,Simple,1er tour,Hommes,2024-07-28T12:00:00Z,2024-07-28T19:00:00Z,Stade Roland-Garros,TEN07,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,90,70,50,30,,,,,
Olympiques,Tennis,Simple,1er tour,Femmes,2024-07-28T12:00:00Z,2024-07-28T19:00:00Z,Stade Roland-Garros,TEN07,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,90,70,50,30,,,,,
Olympiques,Tennis,Double,1er tour,Hommes,2024-07-28T12:00:00Z,2024-07-28T19:00:00Z,Stade Roland-Garros,TEN07,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,90,70,50,30,,,,,
Olympiques,Tennis,Double,1er tour,Femmes,2024-07-28T12:00:00Z,2024-07-28T19:00:00Z,Stade Roland-Garros,TEN07,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,90,70,50,30,,,,,
Olympiques,Tennis,Simple,1er tour,Hommes,2024-07-28T12:00:00Z,2024-07-28T19:00:00Z,Stade Roland-Garros,TEN08,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,80,50,,,,,,,
Olympiques,Tennis,Simple,1er tour,Femmes,2024-07-28T12:00:00Z,2024-07-28T19:00:00Z,Stade Roland-Garros,TEN08,48.847319999999996,2.2455010000000004,Paris (75),14962,Qualifications,,80,50,,,,,,,
